id,instant_kl,accum_kl,train_loss,kl_loss,grad_norm,truncated,resp_len
102,0.011411,0.011420,0.011420,0.085956,0.053906,0.910156,4034.199219
103,0.008094,0.008147,0.008147,0.092207,0.057580,0.949219,4022.640625
104,0.007721,0.007781,0.007781,0.090112,0.059898,0.937500,4007.582031
105,0.010661,0.010717,0.010717,0.085411,0.051518,0.878906,3977.300781
106,0.017899,0.017957,0.017957,0.081960,0.080244,0.871094,3929.636719
107,0.010677,0.010695,0.010695,0.093048,0.052396,0.929688,4051.488281
108,-0.000735,-0.000672,-0.000672,0.089048,0.094061,0.980469,4089.371094
109,0.011594,0.011633,0.011633,0.089476,0.049091,0.949219,4050.796875
110,0.014116,0.014166,0.014166,0.083068,0.059240,0.960938,4047.773438
111,0.016968,0.017003,0.017003,0.086657,0.075138,0.929688,4039.753906
112,0.007263,0.007268,0.007268,0.095265,0.050958,0.929688,4053.335938
113,-0.001396,-0.001386,-0.001386,0.095810,0.103514,0.910156,4032.515625
114,0.009617,0.009623,0.009623,0.082201,0.050307,0.960938,4065.882812
115,0.017851,0.017877,0.017877,0.080631,0.082405,0.949219,4061.402344
116,0.016512,0.016582,0.016582,0.082300,0.066915,0.906250,4010.527344
117,0.006435,0.006489,0.006489,0.090161,0.050565,0.933594,4066.375000
118,-0.000687,-0.000630,-0.000630,0.091072,0.077840,0.933594,4052.062500
119,0.008088,0.008166,0.008166,0.095158,0.048006,0.937500,4023.144531
120,0.011299,0.011400,0.011400,0.086652,0.058503,0.925781,4010.613281
121,0.013450,0.013509,0.013509,0.080680,0.053162,0.906250,4006.050781
122,0.014614,0.014675,0.014675,0.090638,0.068097,0.925781,4027.414062
123,0.008325,0.008350,0.008350,0.088956,0.060751,0.976562,4070.800781
124,0.000677,0.000674,0.000674,0.090349,0.073788,0.941406,4067.195312
125,0.005713,0.005717,0.005717,0.088181,0.057878,0.953125,4043.535156
126,0.008108,0.008121,0.008121,0.086746,0.079868,0.898438,3988.976562
127,0.012042,0.012070,0.012070,0.086487,0.053405,0.929688,4035.406250
128,0.012120,0.012228,0.012228,0.087210,0.054016,0.953125,4071.058594
129,0.010847,0.010857,0.010857,0.080885,0.059460,0.921875,3996.878906
130,0.005621,0.005686,0.005686,0.091897,0.053050,0.945312,4030.058594
131,0.004665,0.004663,0.004663,0.089605,0.054442,0.898438,3969.949219
132,0.007025,0.007059,0.007059,0.087561,0.051539,0.925781,4009.585938
133,0.013973,0.013999,0.013999,0.085210,0.060378,0.914062,4005.656250
134,0.012433,0.012479,0.012479,0.091661,0.062195,0.957031,4072.328125
135,0.005255,0.005282,0.005282,0.086658,0.067152,0.949219,4063.617188
136,0.005668,0.005696,0.005696,0.094323,0.063708,0.906250,4004.734375
137,0.010018,0.010045,0.010045,0.092686,0.065478,0.949219,4066.957031
138,0.008574,0.008605,0.008605,0.087157,0.051313,0.917969,4030.574219
139,0.009985,0.010021,0.010021,0.086396,0.058353,0.957031,4056.835938
140,0.012118,0.012124,0.012124,0.087969,0.057413,0.949219,4063.945312
141,0.007841,0.007862,0.007862,0.086469,0.050361,0.945312,4058.121094
142,0.002233,0.002223,0.002223,0.091897,0.059145,0.929688,4028.367188
143,0.004653,0.004661,0.004661,0.090317,0.058356,0.953125,4051.496094
144,0.011227,0.011252,0.011252,0.082748,0.060947,0.941406,4005.093750
145,0.016758,0.016798,0.016798,0.080644,0.096889,0.929688,4042.832031
146,0.007107,0.007103,0.007103,0.091143,0.047147,0.921875,4026.109375
147,-0.003853,-0.003843,-0.003843,0.103265,0.110330,0.937500,4019.843750
148,0.011942,0.011936,0.011936,0.088018,0.058272,0.941406,4037.683594
149,0.016946,0.016995,0.016995,0.082230,0.073776,0.980469,4091.933594
150,0.009287,0.009289,0.009289,0.081464,0.053347,0.906250,4023.074219
151,0.008646,0.008653,0.008653,0.091799,0.055145,0.949219,4027.648438
152,0.006195,0.006258,0.006258,0.089756,0.055951,0.902344,4023.640625
153,0.000217,0.000242,0.000242,0.097964,0.072186,0.957031,4076.390625
154,0.008259,0.008345,0.008345,0.090000,0.052886,0.878906,3974.050781
155,0.014028,0.014091,0.014091,0.094883,0.075543,0.945312,4043.910156
156,0.006571,0.006616,0.006616,0.090547,0.055360,0.929688,4009.117188
157,-0.003309,-0.003267,-0.003267,0.098089,0.092201,0.941406,4059.937500
158,0.007354,0.007375,0.007375,0.089796,0.053325,0.953125,4044.082031
159,0.014792,0.014779,0.014779,0.084359,0.065657,0.949219,4043.207031
160,0.014276,0.014284,0.014284,0.085326,0.068124,0.898438,4040.042969
161,0.005495,0.005458,0.005458,0.093804,0.051433,0.957031,4074.812500
162,-0.001736,-0.001752,-0.001752,0.098688,0.082763,0.941406,4056.652344
163,0.003092,0.003127,0.003127,0.093137,0.053139,0.937500,4056.269531
164,0.012058,0.012096,0.012096,0.084067,0.063027,0.871094,3908.062500
165,0.015409,0.015444,0.015444,0.087298,0.078620,0.957031,4077.984375
166,0.009898,0.009924,0.009924,0.085116,0.061949,0.937500,4034.917969
167,-0.003581,-0.003562,-0.003562,0.094754,0.076047,0.902344,4008.722656
168,-0.007265,-0.007207,-0.007207,0.102076,0.119892,0.941406,4060.324219
169,0.010083,0.010143,0.010143,0.095295,0.060704,0.906250,3995.851562
170,0.019246,0.019302,0.019302,0.082851,0.114976,0.925781,4031.679688
171,0.013051,0.013113,0.013113,0.085330,0.077048,0.859375,3936.375000
172,-0.003228,-0.003160,-0.003160,0.094972,0.078559,0.937500,4060.503906
173,-0.002588,-0.002513,-0.002513,0.098796,0.080568,0.894531,3993.027344
174,0.004387,0.004434,0.004434,0.086324,0.053266,0.953125,4047.945312
175,0.009686,0.009748,0.009748,0.087197,0.063068,0.917969,4002.199219
176,0.012839,0.012870,0.012870,0.078663,0.077892,0.898438,4019.468750
177,0.005962,0.006001,0.006001,0.090005,0.059218,0.894531,4015.167969
178,-0.002536,-0.002529,-0.002529,0.094297,0.085389,0.882812,3998.171875
179,0.003790,0.003792,0.003792,0.102760,0.063703,0.960938,4056.968750
180,0.007364,0.007364,0.007364,0.091915,0.058939,0.925781,4058.238281
181,0.009158,0.009158,0.009158,0.089521,0.066357,0.886719,3995.664062
182,0.003326,0.003336,0.003336,0.093969,0.066774,0.941406,4042.179688
183,0.001089,0.001125,0.001125,0.098780,0.070858,0.968750,4068.785156
184,0.008198,0.008225,0.008225,0.085502,0.069334,0.917969,4028.597656
185,0.004467,0.004503,0.004503,0.096708,0.056702,0.953125,4065.695312
186,0.039206,0.039253,0.039253,0.082148,11.586747,0.902344,3999.382812
187,0.013038,0.013023,0.013023,0.087201,0.096161,0.945312,4040.261719
188,0.013851,0.013785,0.013785,0.084456,0.102583,0.972656,4085.730469
189,-0.007053,-0.007059,-0.007059,0.098623,0.173998,0.933594,4016.035156
190,0.006946,0.006869,0.006869,0.084657,0.074450,0.953125,4081.691406
191,0.018895,0.018862,0.018862,0.082740,0.156259,0.929688,3999.648438
192,-0.000124,-0.000045,-0.000045,0.095445,0.087284,0.917969,4052.953125
193,0.000844,0.000937,0.000937,0.093825,0.080135,0.953125,4056.101562
194,0.004022,0.004103,0.004103,0.088417,0.063837,0.953125,4053.285156
195,0.012864,0.012948,0.012949,0.090847,0.116701,0.937500,4051.917969
196,0.005812,0.005844,0.005844,0.091603,0.071671,0.898438,4022.207031
197,-0.007525,-0.007552,-0.007552,0.094022,0.148031,0.921875,4036.335938
198,0.006303,0.006269,0.006269,0.081885,0.068295,0.960938,4065.937500
199,0.013669,0.013648,0.013648,0.083718,0.144876,0.925781,4033.738281
200,-0.001814,-0.001796,-0.001796,0.093707,0.092618,0.941406,4054.566406
201,0.013497,0.013561,0.013561,0.137730,4.353800,0.949219,4043.605469
202,0.003764,0.003903,0.003903,0.093458,0.066561,0.925781,4006.773438
203,0.005774,0.005857,0.005857,0.089456,0.075081,0.976562,4083.078125
204,0.005778,0.005906,0.005906,0.089234,0.068243,0.937500,4035.910156
205,0.007254,0.007292,0.007292,0.091792,0.070537,0.960938,4059.945312
206,0.000586,0.000584,0.000584,0.085655,0.063103,0.976562,4077.554688
207,0.007259,0.007249,0.007249,0.097881,0.080422,0.976562,4077.859375
208,-0.000892,-0.000950,-0.000950,0.097081,0.082938,0.886719,3997.363281
209,0.005461,0.005415,0.005415,0.085402,0.058779,0.898438,4018.777344
210,0.006550,0.006551,0.006551,0.086469,0.061235,0.941406,4054.828125
211,0.007433,0.007521,0.007521,0.085922,0.069786,0.882812,3992.378906
212,-0.001098,-0.000940,-0.000940,0.097281,0.104201,0.976562,4085.460938
213,0.007207,0.007384,0.007384,0.095625,0.071122,0.937500,4059.195312
214,0.007910,0.008058,0.008058,0.091383,0.076515,0.898438,4002.457031
215,0.001426,0.001427,0.001427,0.096193,0.065604,0.878906,3993.191406
216,-0.003205,-0.003224,-0.003224,0.092064,0.102716,0.914062,4012.589844
217,0.002478,0.002444,0.002444,0.082920,0.065564,0.941406,4057.312500
218,0.016076,0.016063,0.016063,0.086353,0.168323,0.910156,3985.941406
219,0.003632,0.003605,0.003605,0.085327,0.060233,0.906250,4008.992188
220,-0.002986,-0.002988,-0.002988,0.099455,0.125359,0.957031,4066.953125
221,0.001949,0.001957,0.001957,0.095245,0.069663,0.925781,4034.433594
222,0.009356,0.009423,0.009423,0.093049,0.102052,0.964844,4066.398438
223,0.007329,0.007376,0.007376,0.085552,0.076022,0.937500,4036.031250
224,-0.001400,-0.001276,-0.001276,0.094237,0.094422,0.929688,4017.777344
225,-0.000728,-0.000610,-0.000610,0.097881,0.096803,0.906250,4026.515625
226,0.010499,0.010596,0.010596,0.083573,0.100723,0.906250,4013.660156
227,0.005962,0.006012,0.006012,0.083150,0.083445,0.906250,3992.152344
228,0.005218,0.005272,0.005272,0.092242,0.059470,0.929688,4003.753906
229,-0.001060,-0.001026,-0.001026,0.092633,0.083024,0.898438,4017.601562
230,0.002534,0.002566,0.002566,0.085467,0.061364,0.906250,4000.109375
231,0.009931,0.009976,0.009976,0.093923,0.102236,0.949219,4063.019531
232,0.003871,0.003898,0.003898,0.092214,0.069232,0.875000,3964.996094
233,0.000939,0.000975,0.000975,0.090977,0.137346,0.929688,4000.472656
234,-0.001206,-0.001197,-0.001197,0.092368,0.100491,0.914062,4030.597656
235,0.005620,0.005633,0.005633,0.084527,0.072708,0.949219,4061.527344
236,0.009581,0.009619,0.009619,0.085753,0.097020,0.945312,4038.695312
237,0.004511,0.004555,0.004555,0.088406,0.062726,0.898438,3964.410156
238,-0.000756,-0.000709,-0.000709,0.102667,0.081980,0.937500,4043.496094
239,0.001001,0.001040,0.001040,0.097308,0.066835,0.917969,4020.429688
240,0.001375,0.001393,0.001393,0.097770,0.070149,0.968750,4072.902344
241,0.003830,0.003885,0.003885,0.089835,0.076244,0.945312,4055.656250
242,0.005372,0.005419,0.005419,0.087046,0.067650,0.988281,4089.156250
243,0.007940,0.007948,0.007948,0.090632,0.103002,0.980469,4089.351562
244,-0.000402,-0.000410,-0.000410,0.096086,0.086521,0.914062,3994.171875
245,-0.006332,-0.006318,-0.006318,0.089859,0.144253,0.937500,4030.976562
246,0.009935,0.009971,0.009971,0.084578,0.117843,0.960938,4068.179688
247,0.010360,0.010400,0.010400,0.087171,0.108834,0.921875,4038.378906
248,0.000103,0.000130,0.000130,0.093289,0.093577,0.929688,4055.562500
249,-0.000920,-0.000890,-0.000890,0.098476,0.081589,0.937500,3972.453125
250,0.001416,0.001444,0.001444,0.091447,0.072010,0.980469,4085.277344
251,0.005727,0.005752,0.005752,0.081318,0.069481,0.894531,4024.925781
252,0.007175,0.007226,0.007226,0.088631,0.101800,0.906250,3997.710938
253,-0.002066,-0.002051,-0.002051,0.086505,0.093005,0.929688,4046.121094
254,-0.000256,-0.000228,-0.000228,0.084932,0.074271,0.941406,4035.890625
255,0.006389,0.006417,0.006417,0.094463,0.079873,0.972656,4066.710938
256,0.009705,0.009726,0.009726,0.083737,0.102794,0.960938,4069.375000
257,0.002843,0.002905,0.002905,0.092541,0.067456,0.953125,4035.453125
258,-0.002284,-0.002239,-0.002239,0.097510,0.104642,0.933594,4018.066406
259,0.000147,0.000210,0.000210,0.090614,0.066793,0.968750,4070.582031
260,0.006359,0.006414,0.006414,0.079818,0.082748,0.921875,4044.128906
261,0.009165,0.009225,0.009225,0.078509,0.122971,0.929688,4050.910156
262,-0.003474,-0.003454,-0.003454,0.087614,0.089435,0.980469,4088.281250
263,-0.003788,-0.003753,-0.003753,0.089397,0.099319,0.921875,4015.464844
264,0.006283,0.006322,0.006322,0.094925,0.086857,0.921875,4041.636719
265,0.004103,0.004124,0.004124,0.089415,0.068529,0.933594,4032.308594
266,-0.000396,-0.000365,-0.000365,0.090224,0.098306,0.902344,3983.484375
267,0.002556,0.002577,0.002577,0.093535,0.065315,0.968750,4057.367188
268,0.002633,0.002665,0.002665,0.086398,0.075666,0.921875,4040.710938
269,0.001685,0.001699,0.001699,0.088136,0.060012,0.949219,4043.480469
270,0.004375,0.004419,0.004419,0.088448,0.067543,0.933594,4027.062500
271,0.001887,0.001925,0.001925,0.094607,0.066048,0.949219,4049.539062
272,0.003615,0.003660,0.003660,0.090886,0.070909,0.941406,4063.046875
273,0.002519,0.002607,0.002607,0.095369,0.066849,0.953125,4069.015625
274,0.001557,0.001578,0.001578,0.088944,0.064632,0.925781,4004.289062
275,0.002275,0.002329,0.002329,0.087680,0.065531,0.882812,3969.570312
276,0.005270,0.005308,0.005308,0.100261,0.091763,0.972656,4080.382812
277,-0.006208,-0.006183,-0.006183,0.096669,0.184856,0.925781,4019.492188
278,0.012915,0.012922,0.012922,0.078666,0.154732,0.914062,4007.355469
279,0.005075,0.005068,0.005068,0.084367,0.066010,0.910156,3983.003906
280,-0.008858,-0.008859,-0.008859,0.096724,0.204654,0.968750,4072.585938
281,0.008574,0.008642,0.008642,0.083981,0.112775,0.929688,4023.871094
282,0.008990,0.008999,0.008999,0.077134,0.084893,0.945312,4063.417969
283,0.004649,0.004699,0.004699,0.092974,0.071795,0.941406,4057.328125
284,-0.002043,-0.001975,-0.001975,0.090240,0.089126,0.910156,4017.210938
285,-0.003159,-0.003115,-0.003115,0.097794,0.089620,0.976562,4087.238281
286,0.004525,0.004548,0.004548,0.084078,0.075558,0.902344,3987.707031
287,0.008709,0.008713,0.008713,0.091336,0.112625,0.972656,4086.285156
288,0.002175,0.002184,0.002184,0.092589,0.063971,0.917969,4041.730469
289,-0.003678,-0.003638,-0.003638,0.093432,0.127816,0.949219,4065.566406
290,0.006265,0.006302,0.006302,0.090809,0.077806,0.953125,4052.355469
291,0.009086,0.009125,0.009125,0.087065,0.104462,0.933594,4038.816406
292,-0.001581,-0.001582,-0.001582,0.097402,0.130583,0.941406,4031.828125
293,0.006137,0.006142,0.006142,0.093941,0.088983,0.945312,4045.371094
294,0.001780,0.001829,0.001829,0.087819,0.064009,0.957031,4050.660156
295,-0.000169,-0.000158,-0.000158,0.094857,0.066538,0.941406,4038.875000
296,0.002191,0.002229,0.002229,0.091729,0.064283,0.898438,3997.792969
297,0.003972,0.003981,0.003981,0.091259,0.079333,0.914062,4032.187500
298,0.001813,0.001789,0.001789,0.089924,0.068956,0.921875,4022.785156
299,-0.001064,-0.001040,-0.001040,0.091979,0.105909,0.921875,4024.945312
