id,instant_kl,accum_kl,train_loss,kl_loss,grad_norm,truncated,resp_len
86,0.111047,0.111047,0.111047,0.062332,0.387379,0.949219,4041.648438
87,0.109396,0.109396,0.109396,0.061562,0.432561,0.925781,4023.746094
88,0.103669,0.103669,0.103669,0.059526,0.467490,0.925781,3997.246094
89,0.110735,0.110735,0.110735,0.062752,0.386448,0.925781,4030.156250
90,0.115374,0.115374,0.115374,0.059489,0.403185,0.960938,4064.542969
91,0.110185,0.110185,0.110185,0.062054,0.404895,0.925781,4019.683594
92,0.104049,0.104049,0.104049,0.058908,0.386053,0.910156,4010.214844
93,0.102291,0.102291,0.102291,0.059408,0.373630,0.878906,3974.796875
94,0.111804,0.111804,0.111804,0.060567,0.442966,0.925781,3988.214844
95,0.107931,0.107931,0.107931,0.059736,0.401842,0.906250,3979.281250
96,0.106233,0.106233,0.106233,0.059499,0.464932,0.921875,4011.980469
97,0.111477,0.111477,0.111477,0.061323,0.442741,0.925781,3985.101562
98,0.110093,0.110093,0.110093,0.061987,0.387749,0.933594,4036.562500
99,0.113373,0.113373,0.113373,0.062816,0.447575,0.902344,3960.441406
100,0.116401,0.116401,0.116401,0.061923,0.423149,0.937500,4055.433594
101,0.111166,0.111166,0.111166,0.063234,0.502827,0.937500,4032.054688
102,0.109791,0.109791,0.109790,0.059255,0.394178,0.890625,4012.628906
103,0.112354,0.112354,0.112354,0.062872,0.486818,0.937500,4032.937500
104,0.108903,0.108903,0.108903,0.062998,0.400741,0.914062,3998.597656
105,0.106187,0.106187,0.106187,0.061991,0.398448,0.875000,3966.121094
106,0.107498,0.107498,0.107498,0.060907,0.404717,0.839844,3881.578125
107,0.112501,0.112501,0.112501,0.063390,0.391122,0.925781,4055.714844
108,0.100354,0.100354,0.100354,0.057840,0.386205,0.984375,4087.726562
109,0.111471,0.111471,0.111471,0.063201,0.404818,0.925781,4033.328125
110,0.103482,0.103482,0.103482,0.060894,0.379665,0.945312,4032.839844
111,0.114348,0.114348,0.114348,0.062252,0.416928,0.914062,3991.691406
112,0.112060,0.112060,0.112060,0.063763,0.662277,0.949219,4056.496094
113,0.109029,0.109029,0.109029,0.063152,0.406517,0.921875,4034.851562
114,0.102933,0.102933,0.102933,0.059867,0.436182,0.945312,4059.132812
115,0.105142,0.105142,0.105142,0.061253,0.382591,0.921875,4036.941406
116,0.107702,0.107702,0.107702,0.061845,0.409044,0.902344,3991.695312
117,0.109280,0.109280,0.109280,0.062257,0.377634,0.921875,4027.250000
118,0.106628,0.106628,0.106628,0.060448,0.394976,0.933594,4047.871094
119,0.110633,0.110633,0.110633,0.061599,0.416846,0.914062,4040.539062
120,0.106604,0.106604,0.106604,0.060790,0.443829,0.914062,3994.199219
121,0.101766,0.101766,0.101766,0.060800,0.380392,0.902344,4008.835938
122,0.113175,0.113175,0.113175,0.063029,0.393089,0.917969,4022.140625
123,0.106747,0.106747,0.106748,0.062877,0.405121,0.960938,4074.140625
124,0.104044,0.104044,0.104044,0.061803,0.380210,0.933594,4056.355469
125,0.109840,0.109840,0.109840,0.061552,0.377559,0.929688,4017.871094
126,0.104925,0.104925,0.104925,0.060868,0.367401,0.886719,3965.023438
127,0.109175,0.109175,0.109175,0.062732,0.397105,0.914062,4038.554688
128,0.108858,0.108858,0.108858,0.065108,0.395328,0.953125,4065.671875
129,0.103157,0.103157,0.103157,0.061063,0.375409,0.886719,3981.121094
130,0.106919,0.106919,0.106919,0.065363,0.402031,0.937500,4016.382812
131,0.105610,0.105610,0.105610,0.066651,0.378847,0.886719,3970.503906
132,0.104620,0.104620,0.104620,0.061467,0.399971,0.906250,3974.035156
133,0.108193,0.108193,0.108193,0.065415,0.442214,0.882812,3982.175781
134,0.110713,0.110713,0.110713,0.062360,0.398000,0.925781,4035.187500
135,0.101987,0.101987,0.101987,0.062244,0.378907,0.921875,4046.871094
136,0.111630,0.111630,0.111630,0.064327,0.427793,0.902344,3981.507812
137,0.112270,0.112270,0.112270,0.065280,0.396423,0.949219,4060.542969
138,0.107200,0.107200,0.107200,0.064316,0.394781,0.886719,3997.414062
139,0.108570,0.108570,0.108570,0.064201,0.407508,0.937500,4047.984375
140,0.108857,0.108857,0.108857,0.063464,0.401928,0.949219,4074.808594
141,0.101995,0.101995,0.101995,0.059988,0.404297,0.941406,4071.738281
142,0.108026,0.108026,0.108026,0.062097,0.396750,0.921875,4020.964844
143,0.105908,0.105908,0.105909,0.064547,0.405212,0.925781,4027.230469
144,0.101156,0.101156,0.101156,0.058823,0.386171,0.945312,4009.507812
145,0.107261,0.107261,0.107261,0.060934,0.400110,0.945312,4054.773438
146,0.108877,0.108877,0.108877,0.061597,0.388206,0.894531,4016.253906
147,0.110313,0.110313,0.110313,0.065172,0.409774,0.914062,4004.085938
148,0.106997,0.106997,0.106997,0.063678,0.406752,0.890625,3974.468750
149,0.106448,0.106448,0.106448,0.063552,0.385319,0.964844,4082.203125
150,0.100362,0.100362,0.100362,0.062069,0.368632,0.894531,4001.089844
151,0.106954,0.106954,0.106954,0.063015,0.412377,0.929688,4023.617188
152,0.102549,0.102549,0.102549,0.061870,0.397141,0.898438,3979.957031
153,0.110270,0.110270,0.110270,0.063816,0.840529,0.898438,4029.714844
154,0.106977,0.106977,0.106977,0.065297,0.394925,0.875000,3973.421875
155,0.112517,0.112517,0.112517,0.064240,0.644892,0.925781,4024.707031
156,0.107083,0.107083,0.107083,0.064160,0.403190,0.906250,3985.718750
157,0.107805,0.107805,0.107805,0.065325,0.474271,0.941406,4039.460938
158,0.105213,0.105213,0.105213,0.063126,0.382305,0.914062,4023.933594
159,0.103649,0.103649,0.103649,0.063923,0.380394,0.941406,4032.511719
160,0.106407,0.106407,0.106407,0.062491,0.381437,0.875000,3984.390625
161,0.109347,0.109347,0.109347,0.066798,0.396693,0.957031,4066.996094
162,0.109308,0.109308,0.109308,0.064669,0.409358,0.945312,4047.781250
163,0.107812,0.107812,0.107812,0.065478,0.393535,0.937500,4066.113281
164,0.102670,0.102670,0.102670,0.064454,0.413878,0.871094,3869.597656
165,0.109321,0.109321,0.109321,0.066631,0.457472,0.960938,4060.292969
166,0.102811,0.102811,0.102811,0.061671,0.398093,0.917969,4035.269531
167,0.104647,0.104647,0.104647,0.063791,0.412404,0.890625,3998.472656
168,0.109997,0.109997,0.109997,0.062956,0.406493,0.925781,4046.042969
169,0.113727,0.113727,0.113727,0.067324,0.406862,0.910156,4006.449219
170,0.105627,0.105627,0.105627,0.063037,0.413087,0.906250,4002.371094
171,0.106075,0.106075,0.106075,0.063672,0.409014,0.839844,3870.144531
172,0.106272,0.106272,0.106272,0.062650,0.402561,0.890625,4029.890625
173,0.107598,0.107598,0.107598,0.063517,0.400726,0.878906,3955.492188
174,0.101112,0.101112,0.101112,0.060899,0.402490,0.925781,4006.453125
175,0.106255,0.106255,0.106255,0.065962,0.387805,0.882812,3958.558594
176,0.100447,0.100447,0.100447,0.062841,0.374112,0.902344,3990.843750
177,0.104164,0.104164,0.104164,0.066376,0.492433,0.859375,3950.464844
178,0.103621,0.103621,0.103621,0.065796,0.395108,0.863281,3974.691406
179,0.115434,0.115434,0.115434,0.067575,0.921128,0.957031,4043.582031
180,0.107141,0.107141,0.107141,0.067242,0.389457,0.894531,4026.324219
181,0.104945,0.104945,0.104945,0.064212,0.381969,0.894531,3985.054688
182,0.107853,0.107853,0.107853,0.065555,0.423909,0.914062,4025.253906
183,0.110755,0.110755,0.110755,0.065565,0.395979,0.957031,4061.769531
184,0.101706,0.101706,0.101706,0.063117,0.417728,0.910156,3997.371094
185,0.109418,0.109418,0.109418,0.066972,0.402165,0.929688,4045.183594
186,0.097293,0.097293,0.097293,0.063455,0.395545,0.898438,3985.621094
187,0.103166,0.103166,0.103166,0.067380,0.415838,0.933594,4025.894531
188,0.103836,0.103836,0.103836,0.065229,0.378937,0.949219,4056.484375
189,0.104797,0.104797,0.104797,0.064400,0.400896,0.906250,3991.062500
190,0.101271,0.101271,0.101271,0.064210,0.380263,0.921875,4058.359375
191,0.108137,0.108137,0.108137,0.066546,0.393610,0.929688,3983.914062
192,0.105387,0.105387,0.105387,0.067229,0.381446,0.902344,4018.984375
193,0.107693,0.107693,0.107693,0.065958,0.428704,0.949219,4052.441406
194,0.104360,0.104360,0.104360,0.066359,0.393749,0.941406,4037.750000
195,0.109893,0.109893,0.109893,0.066796,0.432262,0.933594,3998.191406
196,0.109565,0.109565,0.109565,0.066310,0.483003,0.898438,4019.195312
197,0.101905,0.101905,0.101905,0.063191,0.397260,0.917969,4002.300781
198,0.099015,0.099015,0.099015,0.059563,0.388961,0.937500,4045.644531
199,0.102844,0.102844,0.102844,0.063410,0.404696,0.906250,4005.925781
200,0.104892,0.104892,0.104892,0.065610,0.396545,0.960938,4064.179688
201,0.111211,0.111211,0.111211,0.066303,0.398085,0.917969,4037.945312
202,0.107498,0.107498,0.107498,0.064966,0.392583,0.925781,4004.679688
203,0.106978,0.106978,0.106978,0.068331,0.417073,0.960938,4080.531250
204,0.106025,0.106025,0.106025,0.067553,0.369641,0.921875,4015.121094
205,0.107796,0.107796,0.107796,0.066539,0.388303,0.976562,4079.316406
206,0.100557,0.100557,0.100557,0.065273,0.380096,0.984375,4085.152344
207,0.114831,0.114831,0.114831,0.065604,0.406966,0.964844,4070.726562
208,0.107076,0.107076,0.107076,0.066329,0.427891,0.902344,3994.433594
209,0.100938,0.100938,0.100938,0.063130,0.369842,0.820312,3952.953125
210,0.104073,0.104073,0.104073,0.065418,0.411689,0.921875,4022.691406
211,0.101900,0.101900,0.101900,0.065362,0.381346,0.863281,3966.949219
212,0.104816,0.104816,0.104816,0.067099,0.372129,0.976562,4085.160156
213,0.108354,0.108354,0.108354,0.067502,0.408110,0.957031,4069.507812
214,0.105906,0.105906,0.105906,0.065095,0.398148,0.886719,3994.730469
215,0.105166,0.105166,0.105166,0.065910,0.394604,0.878906,3975.878906
216,0.098584,0.098584,0.098584,0.064750,0.375667,0.886719,3999.210938
217,0.096094,0.096094,0.096094,0.061774,0.355543,0.941406,4065.437500
218,0.109882,0.109882,0.109882,0.067383,0.410985,0.910156,3958.417969
219,0.101110,0.101110,0.101110,0.065065,0.378187,0.914062,4033.496094
220,0.110874,0.110874,0.110874,0.066351,0.396597,0.949219,4062.804688
221,0.107992,0.107992,0.107992,0.067488,0.406127,0.929688,4059.367188
222,0.110766,0.110766,0.110766,0.070124,0.380899,0.949219,4055.257812
223,0.102444,0.102444,0.102444,0.068328,0.369416,0.917969,4015.777344
224,0.104567,0.104567,0.104567,0.065034,0.398268,0.921875,3997.156250
225,0.106999,0.106999,0.106999,0.067669,0.386795,0.910156,4018.773438
226,0.101753,0.101753,0.101753,0.063258,0.393396,0.875000,3973.566406
227,0.097628,0.097628,0.097628,0.064667,0.355219,0.914062,3989.468750
228,0.104741,0.104741,0.104741,0.064162,0.405587,0.917969,4002.566406
229,0.103705,0.103705,0.103705,0.065385,0.373076,0.886719,4015.792969
230,0.094501,0.094501,0.094501,0.062513,0.366354,0.902344,4017.910156
231,0.108814,0.108814,0.108814,0.070683,0.380705,0.914062,4037.902344
232,0.106832,0.106832,0.106832,0.069400,0.465545,0.871094,3962.351562
233,0.104607,0.104607,0.104607,0.064708,0.416670,0.914062,3972.722656
234,0.100592,0.100592,0.100592,0.062914,0.381245,0.882812,4022.437500
235,0.096877,0.096877,0.096877,0.065471,0.356806,0.937500,4037.097656
236,0.103825,0.103825,0.103825,0.066399,0.389374,0.933594,4016.835938
237,0.103741,0.103741,0.103741,0.065536,0.449811,0.871094,3934.570312
238,0.113903,0.113903,0.113903,0.063783,0.424248,0.925781,4001.664062
239,0.109052,0.109052,0.109052,0.063468,0.403492,0.875000,3973.441406
240,0.108690,0.108690,0.108690,0.065593,0.412065,0.957031,4077.183594
241,0.102558,0.102558,0.102558,0.063317,0.362284,0.949219,4064.183594
242,0.100402,0.100402,0.100402,0.063450,0.359712,0.980469,4091.886719
243,0.109023,0.109023,0.109023,0.066014,0.435562,0.964844,4073.445312
244,0.108033,0.108033,0.108033,0.066464,0.448865,0.902344,3971.070312
245,0.096724,0.096724,0.096723,0.062225,0.365696,0.929688,4017.082031
246,0.106611,0.106611,0.106610,0.066117,0.789342,0.972656,4073.722656
247,0.103796,0.103796,0.103796,0.066654,0.399812,0.933594,4023.128906
248,0.105281,0.105281,0.105281,0.066460,0.451192,0.921875,4038.859375
249,0.110557,0.110557,0.110557,0.070112,0.421340,0.933594,3983.625000
250,0.102037,0.102037,0.102037,0.065596,0.372292,0.980469,4086.964844
251,0.097997,0.097997,0.097997,0.062981,0.394198,0.886719,4005.738281
252,0.104640,0.104640,0.104641,0.065623,0.451948,0.890625,3985.890625
253,0.097292,0.097292,0.097292,0.064912,0.369319,0.898438,4020.828125
254,0.096688,0.096688,0.096688,0.062786,0.377258,0.933594,4048.890625
255,0.110550,0.110550,0.110549,0.070149,0.391796,0.945312,4055.503906
256,0.102680,0.102680,0.102680,0.066418,0.400698,0.957031,4066.910156
257,0.106375,0.106375,0.106375,0.067781,0.589655,0.929688,4032.703125
258,0.105487,0.105487,0.105487,0.066555,0.404672,0.914062,4005.074219
259,0.104991,0.104991,0.104991,0.065586,0.498157,0.960938,4079.464844
260,0.096346,0.096346,0.096346,0.065973,0.379326,0.890625,3993.585938
261,0.100895,0.100895,0.100895,0.064099,0.379183,0.910156,4022.875000
262,0.100710,0.100710,0.100710,0.064790,0.370033,0.937500,4059.382812
263,0.097230,0.097230,0.097230,0.060535,0.370391,0.875000,3972.953125
264,0.111400,0.111400,0.111400,0.067604,0.436502,0.910156,4023.910156
265,0.101623,0.101623,0.101623,0.061956,0.394582,0.917969,4007.980469
266,0.103203,0.103203,0.103203,0.064294,0.391437,0.875000,3968.207031
267,0.111383,0.111383,0.111383,0.069459,0.404298,0.953125,4032.027344
268,0.103338,0.103338,0.103338,0.068415,0.380289,0.886719,4007.683594
269,0.104785,0.104785,0.104785,0.068478,0.379174,0.953125,4028.917969
270,0.104528,0.104528,0.104528,0.067717,0.392316,0.921875,4022.253906
271,0.103875,0.103875,0.103875,0.064786,0.380678,0.925781,4021.519531
272,0.103719,0.103719,0.103719,0.066036,0.385316,0.941406,4043.175781
273,0.106716,0.106716,0.106716,0.066523,0.377553,0.949219,4057.171875
274,0.096450,0.096450,0.096450,0.062814,0.368466,0.925781,3998.007812
275,0.096835,0.096835,0.096835,0.063748,0.364289,0.890625,3961.691406
276,0.106521,0.106521,0.106521,0.068006,0.392488,0.929688,4047.031250
277,0.099320,0.099320,0.099320,0.065776,0.381680,0.906250,3987.171875
278,0.095619,0.095619,0.095619,0.061862,0.366112,0.886719,3984.589844
279,0.098004,0.098004,0.098004,0.064719,0.378517,0.898438,3977.539062
280,0.100653,0.100653,0.100653,0.063706,0.650588,0.960938,4064.164062
281,0.099434,0.099434,0.099435,0.063622,0.379950,0.906250,3997.710938
282,0.093419,0.093419,0.093419,0.063214,0.380686,0.933594,4025.863281
283,0.103770,0.103770,0.103771,0.067405,0.370767,0.949219,4071.953125
284,0.097257,0.097257,0.097257,0.065729,0.375863,0.875000,3995.195312
285,0.108426,0.108426,0.108426,0.068651,0.404487,0.988281,4086.812500
286,0.096384,0.096384,0.096384,0.065775,0.444962,0.906250,3986.660156
287,0.108492,0.108492,0.108492,0.069399,0.388841,0.960938,4066.742188
288,0.105872,0.105872,0.105872,0.070326,0.699243,0.933594,4049.531250
289,0.099755,0.099755,0.099755,0.069718,0.370796,0.933594,4041.894531
290,0.102499,0.102499,0.102499,0.065197,0.372130,0.937500,4034.855469
291,0.103185,0.103185,0.103185,0.066775,0.383930,0.910156,4010.167969
292,0.103893,0.103893,0.103893,0.067486,0.384721,0.917969,3994.800781
293,0.107342,0.107342,0.107342,0.070378,0.390515,0.925781,4038.996094
294,0.096215,0.096215,0.096215,0.062336,0.399670,0.945312,4022.402344
295,0.100060,0.100060,0.100060,0.065034,0.397453,0.902344,4006.167969
296,0.102062,0.102062,0.102062,0.066177,0.393374,0.882812,3973.039062
297,0.102336,0.102336,0.102336,0.066364,0.387199,0.898438,4017.835938
298,0.096918,0.096918,0.096918,0.064039,0.389537,0.847656,3972.574219
299,0.095997,0.095997,0.095997,0.065474,0.362585,0.925781,4019.796875
300,0.100093,0.100093,0.100093,0.069737,0.375435,0.953125,4057.718750
301,0.098371,0.098371,0.098371,0.065202,0.382442,0.929688,4040.691406
302,0.102045,0.102045,0.102045,0.067225,0.394745,0.902344,4018.535156
303,0.098842,0.098842,0.098842,0.065798,0.375378,0.945312,4058.800781
304,0.111872,0.111872,0.111872,0.068235,0.412639,0.914062,4039.601562
305,0.095827,0.095827,0.095827,0.065771,0.355636,0.898438,3991.953125
306,0.101436,0.101436,0.101436,0.065812,0.384628,0.945312,4007.589844
307,0.101972,0.101972,0.101972,0.063632,0.381057,0.917969,4012.882812
308,0.099110,0.099110,0.099110,0.064332,0.457286,0.917969,4003.695312
309,0.103846,0.103846,0.103846,0.066651,0.373578,0.878906,3939.152344
310,0.103411,0.103411,0.103411,0.068249,0.385988,0.886719,3996.550781
311,0.098972,0.098972,0.098972,0.068019,0.372130,0.867188,3983.406250
312,0.102407,0.102407,0.102407,0.066866,0.367670,0.960938,4049.761719
313,0.103395,0.103395,0.103395,0.068548,0.379289,0.855469,3954.066406
314,0.097488,0.097488,0.097488,0.069896,0.371385,0.933594,4041.625000
315,0.095242,0.095242,0.095242,0.065825,0.360618,0.925781,4014.234375
316,0.115154,0.115154,0.115154,0.074801,0.406282,0.921875,4006.324219
317,0.103004,0.103004,0.103005,0.068969,0.382329,0.875000,3976.730469
318,0.102709,0.102709,0.102709,0.068088,0.402967,0.929688,4025.875000
319,0.102639,0.102639,0.102639,0.067807,0.401252,0.953125,4057.250000
320,0.105339,0.105339,0.105339,0.068965,0.378853,0.953125,4053.421875
321,0.101052,0.101052,0.101052,0.064184,0.485110,0.957031,4042.390625
322,0.106065,0.106065,0.106065,0.068653,0.384339,0.953125,4027.812500
323,0.103929,0.103929,0.103929,0.071850,0.496589,0.871094,3999.937500
324,0.095747,0.095747,0.095747,0.066045,0.367364,0.933594,4035.574219
325,0.100135,0.100135,0.100135,0.067867,0.386010,0.945312,4044.019531
326,0.108692,0.108692,0.108692,0.066506,0.485837,0.937500,4018.789062
327,0.097583,0.097583,0.097583,0.065032,0.401102,0.890625,3987.324219
328,0.103676,0.103676,0.103676,0.069767,0.390923,0.859375,3915.582031
329,0.103401,0.103401,0.103401,0.066980,0.385361,0.902344,3987.902344
330,0.096875,0.096875,0.096875,0.065146,0.383085,0.953125,4054.597656
331,0.101926,0.101926,0.101926,0.066888,0.373705,0.960938,4049.648438
332,0.107817,0.107817,0.107817,0.069496,0.396142,0.890625,3958.695312
333,0.102173,0.102173,0.102173,0.066877,0.455469,0.906250,3993.574219
334,0.102652,0.102652,0.102652,0.067514,0.358867,0.957031,4080.996094
335,0.102790,0.102790,0.102790,0.068299,0.394580,0.933594,4026.492188
336,0.107045,0.107045,0.107045,0.070152,0.397221,0.898438,4031.738281
337,0.097777,0.097777,0.097777,0.065019,0.365021,0.960938,4075.328125
338,0.104304,0.104304,0.104304,0.069311,0.369162,0.914062,4018.250000
339,0.100335,0.100335,0.100335,0.066013,0.409999,0.890625,4009.101562
340,0.101381,0.101381,0.101381,0.068916,0.377451,0.937500,4052.378906
341,0.102464,0.102464,0.102464,0.069153,0.360935,0.968750,4071.628906
342,0.105708,0.105708,0.105708,0.068269,0.368457,0.957031,4053.910156
343,0.104162,0.104162,0.104162,0.069396,0.375719,0.894531,4026.925781
344,0.095447,0.095447,0.095447,0.065748,0.416404,0.902344,4007.789062
345,0.099660,0.099660,0.099660,0.069701,0.382452,0.914062,4026.484375
346,0.102609,0.102609,0.102609,0.068652,0.396886,0.878906,3961.191406
347,0.106094,0.106094,0.106094,0.071781,0.392859,0.894531,3948.050781
348,0.102439,0.102439,0.102439,0.068280,0.381575,0.906250,4001.441406
349,0.103016,0.103016,0.103016,0.071550,0.405824,0.910156,4005.429688
350,0.092723,0.092723,0.092723,0.065382,0.344404,0.976562,4087.851562
351,0.103472,0.103472,0.103472,0.066360,0.402061,0.917969,4048.492188
352,0.098684,0.098684,0.098684,0.066098,0.416745,0.925781,4025.761719
353,0.098673,0.098673,0.098673,0.067025,0.410713,0.941406,4045.890625
354,0.098894,0.098894,0.098894,0.066539,0.364914,0.960938,4074.164062
355,0.100107,0.100107,0.100107,0.064157,0.382251,0.867188,3979.089844
356,0.106418,0.106418,0.106418,0.069487,0.363248,0.941406,4041.148438
357,0.104361,0.104361,0.104361,0.068009,0.382141,0.933594,4042.359375
358,0.104430,0.104430,0.104430,0.067093,0.453520,0.914062,4043.824219
359,0.094884,0.094884,0.094885,0.065496,0.373803,0.906250,4012.882812
360,0.103390,0.103390,0.103390,0.069004,0.369304,0.917969,4015.257812
361,0.103470,0.103470,0.103470,0.070569,0.409349,0.921875,4037.804688
362,0.101035,0.101035,0.101035,0.069990,0.427628,0.953125,4048.867188
363,0.095203,0.095203,0.095203,0.063353,0.385726,0.890625,4028.746094
364,0.096757,0.096757,0.096757,0.067168,0.386274,0.890625,4022.542969
365,0.094662,0.094662,0.094662,0.065913,0.360905,0.917969,4052.847656
366,0.106060,0.106060,0.106060,0.069054,0.389224,0.941406,4047.339844
